timestamp,sim_time_s,bus_voltage_v,frequency_hz,total_kw,total_kvar,total_kva,power_factor,current_a,fault_injected
2026-06-18T01:08:23+00:00,2190,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:08:25+00:00,2220,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:08:27+00:00,2250,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:08:29+00:00,2280,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:08:31+00:00,2310,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:08:33+00:00,2340,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:08:35+00:00,2370,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:08:37+00:00,2400,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:08:39+00:00,2430,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:08:41+00:00,2460,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:08:43+00:00,2490,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:08:45+00:00,2520,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:08:47+00:00,2550,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T01:08:49+00:00,2580,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:08:51+00:00,2610,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:08:53+00:00,2640,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:08:55+00:00,2670,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:08:57+00:00,2700,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:08:59+00:00,2730,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:09:01+00:00,2760,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:09:03+00:00,2790,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:09:05+00:00,2820,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:09:07+00:00,2850,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:09:09+00:00,2880,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:09:11+00:00,2910,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:09:13+00:00,2940,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:09:15+00:00,2970,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:09:17+00:00,3000,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:09:19+00:00,3030,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:09:21+00:00,3060,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:09:23+00:00,3090,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:09:25+00:00,3120,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:09:27+00:00,3150,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T01:09:29+00:00,3180,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:09:31+00:00,3210,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:09:33+00:00,3240,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:09:35+00:00,3270,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:09:37+00:00,3300,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:09:39+00:00,3330,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:09:41+00:00,3360,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:09:43+00:00,3390,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:09:45+00:00,3420,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:09:47+00:00,3450,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:09:49+00:00,3480,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:09:51+00:00,3510,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:09:53+00:00,3540,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:09:55+00:00,3570,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:09:57+00:00,3600,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:09:59+00:00,3630,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:10:01+00:00,3660,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:10:03+00:00,3690,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:10:05+00:00,3720,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:10:07+00:00,3750,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T01:10:09+00:00,3780,412.07,50.0,157.5,79.8,176.56,0.892,428.48,overload
2026-06-18T01:10:11+00:00,3810,412.07,50.0,157.5,79.8,176.56,0.892,428.48,overload
2026-06-18T01:10:13+00:00,3840,412.07,50.0,157.5,79.8,176.56,0.892,428.48,overload
2026-06-18T01:10:15+00:00,3870,412.07,50.0,157.5,79.8,176.56,0.892,428.48,overload
2026-06-18T01:10:17+00:00,3900,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:19+00:00,3930,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:21+00:00,3960,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:23+00:00,3990,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:25+00:00,4020,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:27+00:00,4050,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:29+00:00,4080,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:31+00:00,4110,412.59,50.0,129.5,66.24,145.46,0.89,352.55,overload
2026-06-18T01:10:33+00:00,4140,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:10:35+00:00,4170,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:10:37+00:00,4200,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:10:39+00:00,4230,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:10:41+00:00,4260,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:10:43+00:00,4290,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T01:10:45+00:00,4320,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T01:10:47+00:00,4350,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T01:10:49+00:00,4380,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:10:51+00:00,4410,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:10:53+00:00,4440,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T01:10:55+00:00,4470,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T01:10:57+00:00,4500,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:10:59+00:00,4530,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:11:01+00:00,4560,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:11:03+00:00,4590,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:11:05+00:00,4620,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:11:07+00:00,4650,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:11:09+00:00,4680,410.83,50.0,219.5,122.01,251.13,0.874,611.28,short_circuit
2026-06-18T01:11:11+00:00,4710,410.83,50.0,219.5,122.01,251.13,0.874,611.28,short_circuit
2026-06-18T01:11:13+00:00,4740,410.83,50.0,219.5,122.01,251.13,0.874,611.28,short_circuit
2026-06-18T01:11:15+00:00,4770,410.83,50.0,219.5,122.01,251.13,0.874,611.28,short_circuit
2026-06-18T01:11:17+00:00,4800,410.83,50.0,219.5,122.01,251.13,0.874,611.28,short_circuit
2026-06-18T01:11:19+00:00,4830,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:21+00:00,4860,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:23+00:00,4890,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:25+00:00,4920,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:28+00:00,4950,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:30+00:00,4980,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:32+00:00,5010,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:34+00:00,5040,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:36+00:00,5070,410.32,50.0,247.5,135.57,282.2,0.877,687.76,short_circuit
2026-06-18T01:11:38+00:00,5100,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:11:40+00:00,5130,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:11:42+00:00,5160,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:11:44+00:00,5190,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T01:11:46+00:00,5220,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T01:11:48+00:00,5250,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T01:11:50+00:00,5280,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T01:11:52+00:00,5310,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:11:54+00:00,5340,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T01:11:56+00:00,5370,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:06:48+00:00,0,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:06:50+00:00,30,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:06:52+00:00,60,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:06:54+00:00,90,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:06:56+00:00,120,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:06:58+00:00,150,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:07:00+00:00,180,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:07:02+00:00,210,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:07:04+00:00,240,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:07:06+00:00,270,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:07:08+00:00,300,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:07:10+00:00,330,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:07:12+00:00,360,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:07:14+00:00,390,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:07:16+00:00,420,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:07:18+00:00,450,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:07:20+00:00,480,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:07:22+00:00,510,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:07:24+00:00,540,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:07:26+00:00,570,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:07:28+00:00,600,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:07:30+00:00,630,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:07:32+00:00,660,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:07:34+00:00,690,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:07:36+00:00,720,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:07:38+00:00,750,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:07:40+00:00,780,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:07:42+00:00,810,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:07:44+00:00,840,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:07:46+00:00,870,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:07:48+00:00,900,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:07:50+00:00,930,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:07:52+00:00,960,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:07:54+00:00,990,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:07:56+00:00,1020,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:07:58+00:00,1050,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:08:00+00:00,1080,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:08:02+00:00,1110,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:08:04+00:00,1140,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:08:06+00:00,1170,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:08:08+00:00,1200,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:08:10+00:00,1230,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:08:12+00:00,1260,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:08:14+00:00,1290,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:08:16+00:00,1320,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:08:18+00:00,1350,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:08:20+00:00,1380,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:08:22+00:00,1410,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:08:24+00:00,1440,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:08:26+00:00,1470,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:08:28+00:00,1500,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:08:30+00:00,1530,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:08:32+00:00,1560,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:08:34+00:00,1590,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:08:36+00:00,1620,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:08:38+00:00,1650,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:08:40+00:00,1680,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:08:42+00:00,1710,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:08:44+00:00,1740,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:08:46+00:00,1770,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:08:48+00:00,1800,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:08:50+00:00,1830,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:08:52+00:00,1860,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:08:54+00:00,1890,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:08:56+00:00,1920,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:08:58+00:00,1950,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:09:00+00:00,1980,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:09:02+00:00,2010,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:09:04+00:00,2040,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:09:06+00:00,2070,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:09:08+00:00,2100,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:09:10+00:00,2130,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:09:12+00:00,2160,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:09:14+00:00,2190,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:09:16+00:00,2220,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:09:18+00:00,2250,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:09:20+00:00,2280,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:09:22+00:00,2310,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:09:24+00:00,2340,413.6,50.0,77.37,33.93,84.48,0.916,204.25,none
2026-06-18T02:09:26+00:00,2370,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
2026-06-18T02:09:28+00:00,2400,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:09:30+00:00,2430,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:09:32+00:00,2460,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:09:34+00:00,2490,412.8,50.0,119.63,56.33,132.23,0.905,320.32,none
2026-06-18T02:09:36+00:00,2520,412.86,50.0,116.91,54.64,129.05,0.906,312.57,none
2026-06-18T02:09:38+00:00,2550,412.94,50.0,112.5,51.91,123.9,0.908,300.04,none
2026-06-18T02:09:40+00:00,2580,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:09:42+00:00,2610,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:09:44+00:00,2640,413.08,50.0,105.37,47.49,115.57,0.912,279.79,none
2026-06-18T02:09:46+00:00,2670,413.03,50.0,108.09,49.18,118.75,0.91,287.52,none
2026-06-18T02:09:48+00:00,2700,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:09:50+00:00,2730,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:09:52+00:00,2760,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:09:54+00:00,2790,413.32,50.0,91.63,42.77,101.12,0.906,244.66,none
2026-06-18T02:09:56+00:00,2820,413.37,50.0,88.91,41.08,97.94,0.908,236.93,none
2026-06-18T02:09:58+00:00,2850,413.46,50.0,84.5,38.35,92.79,0.911,224.43,none
2026-06-18T02:10:00+00:00,2880,413.54,50.0,80.09,35.62,87.65,0.914,211.96,none
